instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weekday_name,is_weekend,hour_group,weather_name
13605,2012-07-26,3,1,7,1,0,4,1,0.66,0.6212,0.65,0.2239,6,23,29,Summer,Thursday,0,Night,Clear
13606,2012-07-26,3,1,7,2,0,4,1,0.66,0.6212,0.69,0.2537,5,16,21,Summer,Thursday,0,Night,Clear
13607,2012-07-26,3,1,7,3,0,4,1,0.66,0.6212,0.69,0.2239,0,8,8,Summer,Thursday,0,Night,Clear
13608,2012-07-26,3,1,7,4,0,4,1,0.66,0.6212,0.74,0.194,0,4,4,Summer,Thursday,0,Night,Clear
13609,2012-07-26,3,1,7,5,0,4,1,0.66,0.6212,0.74,0.194,2,40,42,Summer,Thursday,0,Night,Clear
13610,2012-07-26,3,1,7,6,0,4,1,0.66,0.6061,0.78,0.2537,16,165,181,Summer,Thursday,0,Morning,Clear
13611,2012-07-26,3,1,7,7,0,4,1,0.7,0.6667,0.74,0.2537,17,478,495,Summer,Thursday,0,Morning,Clear
13612,2012-07-26,3,1,7,8,0,4,2,0.7,0.6667,0.74,0.2537,49,680,729,Summer,Thursday,0,Morning,Mist
13613,2012-07-26,3,1,7,9,0,4,2,0.72,0.6818,0.7,0.1343,55,289,344,Summer,Thursday,0,Morning,Mist
13614,2012-07-26,3,1,7,10,0,4,1,0.74,0.697,0.7,0.2239,79,143,222,Summer,Thursday,0,Morning,Clear
13615,2012-07-26,3,1,7,11,0,4,1,0.8,0.803,0.66,0.2239,69,143,212,Summer,Thursday,0,Morning,Clear
13616,2012-07-26,3,1,7,12,0,4,1,0.84,0.8182,0.56,0.2537,73,206,279,Summer,Thursday,0,Afternoon,Clear
13617,2012-07-26,3,1,7,13,0,4,1,0.86,0.8333,0.53,0.2985,53,189,242,Summer,Thursday,0,Afternoon,Clear
13618,2012-07-26,3,1,7,14,0,4,1,0.9,0.8788,0.47,0.2537,62,151,213,Summer,Thursday,0,Afternoon,Clear
13619,2012-07-26,3,1,7,15,0,4,1,0.92,0.8939,0.42,0.2985,65,173,238,Summer,Thursday,0,Afternoon,Clear
13620,2012-07-26,3,1,7,16,0,4,1,0.94,0.8788,0.38,0.3881,62,312,374,Summer,Thursday,0,Afternoon,Clear
13621,2012-07-26,3,1,7,17,0,4,1,0.9,0.8636,0.45,0.4179,110,628,738,Summer,Thursday,0,Afternoon,Clear
13622,2012-07-26,3,1,7,18,0,4,1,0.92,0.8788,0.4,0.3582,73,615,688,Summer,Thursday,0,Evening,Clear
13623,2012-07-26,3,1,7,19,0,4,1,0.9,0.8636,0.45,0.3284,80,534,614,Summer,Thursday,0,Evening,Clear
13624,2012-07-26,3,1,7,20,0,4,1,0.86,0.8182,0.5,0.2537,47,399,446,Summer,Thursday,0,Evening,Clear
13625,2012-07-26,3,1,7,21,0,4,1,0.8,0.7424,0.49,0.6119,35,236,271,Summer,Thursday,0,Evening,Clear
13626,2012-07-26,3,1,7,22,0,4,1,0.8,0.7424,0.49,0.6119,33,201,234,Summer,Thursday,0,Evening,Clear
13627,2012-07-26,3,1,7,23,0,4,1,0.72,0.6818,0.7,0.1343,18,127,145,Summer,Thursday,0,Evening,Clear
13628,2012-07-27,3,1,7,0,0,5,1,0.72,0.6818,0.7,0.0,14,83,97,Summer,Friday,0,Night,Clear
13629,2012-07-27,3,1,7,1,0,5,1,0.72,0.6818,0.7,0.1045,12,42,54,Summer,Friday,0,Night,Clear
13630,2012-07-27,3,1,7,2,0,5,1,0.7,0.6667,0.79,0.1343,8,18,26,Summer,Friday,0,Night,Clear
13631,2012-07-27,3,1,7,3,0,5,1,0.7,0.6667,0.74,0.1642,3,9,12,Summer,Friday,0,Night,Clear
13632,2012-07-27,3,1,7,4,0,5,1,0.7,0.6667,0.79,0.0,3,5,8,Summer,Friday,0,Night,Clear
13633,2012-07-27,3,1,7,5,0,5,1,0.7,0.6667,0.84,0.0,3,34,37,Summer,Friday,0,Night,Clear
13634,2012-07-27,3,1,7,6,0,5,1,0.7,0.6667,0.79,0.0,10,129,139,Summer,Friday,0,Morning,Clear
13635,2012-07-27,3,1,7,7,0,5,1,0.72,0.6818,0.7,0.194,13,397,410,Summer,Friday,0,Morning,Clear
13636,2012-07-27,3,1,7,8,0,5,1,0.76,0.7273,0.66,0.0896,34,642,676,Summer,Friday,0,Morning,Clear
13637,2012-07-27,3,1,7,9,0,5,1,0.82,0.7727,0.49,0.2836,34,329,363,Summer,Friday,0,Morning,Clear
13638,2012-07-27,3,1,7,10,0,5,1,0.84,0.7727,0.47,0.0,85,146,231,Summer,Friday,0,Morning,Clear
13639,2012-07-27,3,1,7,11,0,5,1,0.84,0.7727,0.47,0.3284,67,184,251,Summer,Friday,0,Morning,Clear
13640,2012-07-27,3,1,7,12,0,5,1,0.84,0.7879,0.49,0.3582,92,207,299,Summer,Friday,0,Afternoon,Clear
13641,2012-07-27,3,1,7,13,0,5,1,0.84,0.7727,0.47,0.2836,83,231,314,Summer,Friday,0,Afternoon,Clear
13642,2012-07-27,3,1,7,14,0,5,1,0.86,0.803,0.47,0.2985,105,221,326,Summer,Friday,0,Afternoon,Clear
13643,2012-07-27,3,1,7,15,0,5,1,0.86,0.7879,0.41,0.2239,81,242,323,Summer,Friday,0,Afternoon,Clear
13644,2012-07-27,3,1,7,16,0,5,1,0.84,0.7727,0.47,0.2239,80,419,499,Summer,Friday,0,Afternoon,Clear
13645,2012-07-27,3,1,7,17,0,5,1,0.86,0.7879,0.41,0.2836,101,598,699,Summer,Friday,0,Afternoon,Clear
13646,2012-07-27,3,1,7,18,0,5,1,0.82,0.7576,0.46,0.1642,100,522,622,Summer,Friday,0,Evening,Clear
13647,2012-07-27,3,1,7,19,0,5,1,0.82,0.7727,0.52,0.194,93,423,516,Summer,Friday,0,Evening,Clear
13648,2012-07-27,3,1,7,20,0,5,1,0.78,0.7424,0.59,0.1045,85,269,354,Summer,Friday,0,Evening,Clear
13649,2012-07-27,3,1,7,21,0,5,1,0.78,0.7424,0.59,0.1045,71,189,260,Summer,Friday,0,Evening,Clear
13650,2012-07-27,3,1,7,22,0,5,1,0.78,0.7424,0.59,0.1343,48,151,199,Summer,Friday,0,Evening,Clear
13651,2012-07-27,3,1,7,23,0,5,1,0.76,0.7273,0.66,0.0,34,155,189,Summer,Friday,0,Evening,Clear
13652,2012-07-28,3,1,7,0,0,6,1,0.74,0.6818,0.62,0.1343,21,170,191,Summer,Saturday,1,Night,Clear
13653,2012-07-28,3,1,7,1,0,6,1,0.72,0.6818,0.7,0.0896,11,69,80,Summer,Saturday,1,Night,Clear
13654,2012-07-28,3,1,7,2,0,6,1,0.72,0.6818,0.7,0.0,14,76,90,Summer,Saturday,1,Night,Clear
13655,2012-07-28,3,1,7,3,0,6,1,0.72,0.6818,0.7,0.0,10,33,43,Summer,Saturday,1,Night,Clear
13656,2012-07-28,3,1,7,4,0,6,1,0.7,0.6667,0.79,0.194,1,10,11,Summer,Saturday,1,Night,Clear
13657,2012-07-28,3,1,7,5,0,6,1,0.68,0.6364,0.79,0.1642,4,10,14,Summer,Saturday,1,Night,Clear
13658,2012-07-28,3,1,7,6,0,6,1,0.7,0.6515,0.7,0.1045,10,40,50,Summer,Saturday,1,Morning,Clear
13659,2012-07-28,3,1,7,7,0,6,1,0.72,0.6818,0.7,0.1343,18,58,76,Summer,Saturday,1,Morning,Clear
13660,2012-07-28,3,1,7,8,0,6,1,0.74,0.697,0.66,0.1642,36,127,163,Summer,Saturday,1,Morning,Clear
13661,2012-07-28,3,1,7,9,0,6,1,0.78,0.7424,0.59,0.1045,110,227,337,Summer,Saturday,1,Morning,Clear
13662,2012-07-28,3,1,7,10,0,6,1,0.82,0.7727,0.52,0.2239,129,266,395,Summer,Saturday,1,Morning,Clear
13663,2012-07-28,3,1,7,11,0,6,1,0.84,0.7424,0.39,0.2239,162,295,457,Summer,Saturday,1,Morning,Clear
13664,2012-07-28,3,1,7,12,0,6,1,0.84,0.7576,0.41,0.2239,157,330,487,Summer,Saturday,1,Afternoon,Clear
13665,2012-07-28,3,1,7,13,0,6,1,0.86,0.7879,0.41,0.2836,173,325,498,Summer,Saturday,1,Afternoon,Clear
13666,2012-07-28,3,1,7,14,0,6,1,0.86,0.7727,0.39,0.2537,186,308,494,Summer,Saturday,1,Afternoon,Clear
13667,2012-07-28,3,1,7,15,0,6,1,0.88,0.7727,0.32,0.2836,206,291,497,Summer,Saturday,1,Afternoon,Clear
13668,2012-07-28,3,1,7,16,0,6,1,0.86,0.7727,0.39,0.2239,208,279,487,Summer,Saturday,1,Afternoon,Clear
13669,2012-07-28,3,1,7,17,0,6,1,0.82,0.7576,0.46,0.194,199,280,479,Summer,Saturday,1,Afternoon,Clear
13670,2012-07-28,3,1,7,18,0,6,1,0.82,0.7424,0.43,0.2836,151,330,481,Summer,Saturday,1,Evening,Clear
13671,2012-07-28,3,1,7,19,0,6,1,0.68,0.6364,0.83,0.0,115,223,338,Summer,Saturday,1,Evening,Clear
13672,2012-07-28,3,1,7,20,0,6,1,0.66,0.6061,0.83,0.2239,79,154,233,Summer,Saturday,1,Evening,Clear
13673,2012-07-28,3,1,7,21,0,6,1,0.66,0.6061,0.78,0.0896,94,206,300,Summer,Saturday,1,Evening,Clear
13674,2012-07-28,3,1,7,22,0,6,1,0.66,0.6061,0.78,0.0896,88,188,276,Summer,Saturday,1,Evening,Clear
13675,2012-07-28,3,1,7,23,0,6,1,0.66,0.6061,0.83,0.0896,52,156,208,Summer,Saturday,1,Evening,Clear
13676,2012-07-29,3,1,7,0,0,0,1,0.66,0.5909,0.89,0.1343,59,129,188,Summer,Sunday,1,Night,Clear
13677,2012-07-29,3,1,7,1,0,0,1,0.66,0.6061,0.83,0.1045,49,109,158,Summer,Sunday,1,Night,Clear
13678,2012-07-29,3,1,7,2,0,0,1,0.66,0.6212,0.74,0.1343,33,79,112,Summer,Sunday,1,Night,Clear
13679,2012-07-29,3,1,7,3,0,0,1,0.66,0.6212,0.69,0.2239,18,37,55,Summer,Sunday,1,Night,Clear
13680,2012-07-29,3,1,7,4,0,0,1,0.64,0.6061,0.69,0.194,2,11,13,Summer,Sunday,1,Night,Clear
13681,2012-07-29,3,1,7,5,0,0,1,0.62,0.5909,0.78,0.194,3,14,17,Summer,Sunday,1,Night,Clear
13682,2012-07-29,3,1,7,6,0,0,1,0.64,0.6061,0.73,0.1642,6,12,18,Summer,Sunday,1,Morning,Clear
13683,2012-07-29,3,1,7,7,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40,Summer,Sunday,1,Morning,Clear
13684,2012-07-29,3,1,7,8,0,0,1,0.7,0.6515,0.65,0.2239,37,90,127,Summer,Sunday,1,Morning,Clear
13685,2012-07-29,3,1,7,9,0,0,1,0.72,0.6818,0.62,0.2537,64,162,226,Summer,Sunday,1,Morning,Clear
13686,2012-07-29,3,1,7,10,0,0,1,0.74,0.6818,0.62,0.0,123,258,381,Summer,Sunday,1,Morning,Clear
13687,2012-07-29,3,1,7,11,0,0,1,0.76,0.697,0.55,0.2239,183,326,509,Summer,Sunday,1,Morning,Clear
13688,2012-07-29,3,1,7,12,0,0,1,0.76,0.697,0.55,0.3284,154,357,511,Summer,Sunday,1,Afternoon,Clear
13689,2012-07-29,3,1,7,13,0,0,1,0.8,0.7424,0.49,0.2239,181,302,483,Summer,Sunday,1,Afternoon,Clear
13690,2012-07-29,3,1,7,14,0,0,1,0.8,0.7273,0.46,0.194,231,291,522,Summer,Sunday,1,Afternoon,Clear
13691,2012-07-29,3,1,7,15,0,0,1,0.8,0.7273,0.43,0.1343,195,306,501,Summer,Sunday,1,Afternoon,Clear
13692,2012-07-29,3,1,7,16,0,0,1,0.8,0.7273,0.43,0.1343,191,330,521,Summer,Sunday,1,Afternoon,Clear
13693,2012-07-29,3,1,7,17,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531,Summer,Sunday,1,Afternoon,Clear
13694,2012-07-29,3,1,7,18,0,0,1,0.8,0.7121,0.41,0.2985,117,302,419,Summer,Sunday,1,Evening,Clear
13695,2012-07-29,3,1,7,19,0,0,1,0.76,0.697,0.55,0.1642,143,300,443,Summer,Sunday,1,Evening,Clear
13696,2012-07-29,3,1,7,20,0,0,1,0.74,0.697,0.66,0.1045,75,228,303,Summer,Sunday,1,Evening,Clear
13697,2012-07-29,3,1,7,21,0,0,1,0.72,0.6818,0.7,0.1343,72,199,271,Summer,Sunday,1,Evening,Clear
13698,2012-07-29,3,1,7,22,0,0,1,0.7,0.6515,0.7,0.1045,31,117,148,Summer,Sunday,1,Evening,Clear
13699,2012-07-29,3,1,7,23,0,0,1,0.7,0.6515,0.7,0.0,18,82,100,Summer,Sunday,1,Evening,Clear
13700,2012-07-30,3,1,7,0,0,1,1,0.7,0.6667,0.74,0.0896,12,46,58,Summer,Monday,0,Night,Clear
13701,2012-07-30,3,1,7,1,0,1,1,0.7,0.6667,0.74,0.0,4,15,19,Summer,Monday,0,Night,Clear
13702,2012-07-30,3,1,7,2,0,1,1,0.68,0.6364,0.74,0.0,2,6,8,Summer,Monday,0,Night,Clear
13703,2012-07-30,3,1,7,3,0,1,1,0.66,0.6061,0.83,0.0,0,3,3,Summer,Monday,0,Night,Clear
13704,2012-07-30,3,1,7,4,0,1,1,0.66,0.6061,0.83,0.0,0,5,5,Summer,Monday,0,Night,Clear
13705,2012-07-30,3,1,7,5,0,1,1,0.66,0.6061,0.83,0.1045,4,43,47,Summer,Monday,0,Night,Clear
13706,2012-07-30,3,1,7,6,0,1,1,0.66,0.6061,0.83,0.1642,6,155,161,Summer,Monday,0,Morning,Clear
13707,2012-07-30,3,1,7,7,0,1,1,0.7,0.6667,0.79,0.0896,14,455,469,Summer,Monday,0,Morning,Clear
13708,2012-07-30,3,1,7,8,0,1,2,0.72,0.697,0.74,0.1045,31,720,751,Summer,Monday,0,Morning,Mist
13709,2012-07-30,3,1,7,9,0,1,2,0.74,0.697,0.7,0.0,34,259,293,Summer,Monday,0,Morning,Mist
13710,2012-07-30,3,1,7,10,0,1,2,0.74,0.697,0.66,0.2239,54,135,189,Summer,Monday,0,Morning,Mist
13711,2012-07-30,3,1,7,11,0,1,2,0.78,0.7273,0.55,0.1343,69,146,215,Summer,Monday,0,Morning,Mist
13712,2012-07-30,3,1,7,12,0,1,2,0.76,0.7121,0.58,0.1045,77,201,278,Summer,Monday,0,Afternoon,Mist
13713,2012-07-30,3,1,7,13,0,1,1,0.8,0.7424,0.49,0.1642,57,169,226,Summer,Monday,0,Afternoon,Clear
13714,2012-07-30,3,1,7,14,0,1,1,0.8,0.7424,0.49,0.2239,87,167,254,Summer,Monday,0,Afternoon,Clear
13715,2012-07-30,3,1,7,15,0,1,1,0.8,0.7424,0.49,0.2537,51,185,236,Summer,Monday,0,Afternoon,Clear
13716,2012-07-30,3,1,7,16,0,1,1,0.8,0.7424,0.49,0.2836,88,337,425,Summer,Monday,0,Afternoon,Clear
13717,2012-07-30,3,1,7,17,0,1,1,0.76,0.697,0.55,0.3284,62,765,827,Summer,Monday,0,Afternoon,Clear
13718,2012-07-30,3,1,7,18,0,1,1,0.76,0.7121,0.58,0.4179,77,735,812,Summer,Monday,0,Evening,Clear
13719,2012-07-30,3,1,7,19,0,1,1,0.82,0.7727,0.52,0.1642,81,584,665,Summer,Monday,0,Evening,Clear
13720,2012-07-30,3,1,7,20,0,1,1,0.72,0.6818,0.7,0.2239,78,384,462,Summer,Monday,0,Evening,Clear
13721,2012-07-30,3,1,7,21,0,1,1,0.72,0.6818,0.7,0.194,71,251,322,Summer,Monday,0,Evening,Clear
13722,2012-07-30,3,1,7,22,0,1,2,0.7,0.6667,0.74,0.2239,47,183,230,Summer,Monday,0,Evening,Mist
13723,2012-07-30,3,1,7,23,0,1,1,0.7,0.6667,0.74,0.194,34,116,150,Summer,Monday,0,Evening,Clear
13724,2012-07-31,3,1,7,0,0,2,1,0.68,0.6364,0.79,0.1343,11,27,38,Summer,Tuesday,0,Night,Clear
13725,2012-07-31,3,1,7,1,0,2,1,0.66,0.6061,0.83,0.1343,3,18,21,Summer,Tuesday,0,Night,Clear
13726,2012-07-31,3,1,7,2,0,2,1,0.66,0.6061,0.83,0.1343,0,8,8,Summer,Tuesday,0,Night,Clear
13727,2012-07-31,3,1,7,3,0,2,1,0.66,0.6061,0.83,0.0896,1,5,6,Summer,Tuesday,0,Night,Clear
13728,2012-07-31,3,1,7,4,0,2,1,0.66,0.6061,0.83,0.0896,0,6,6,Summer,Tuesday,0,Night,Clear
13729,2012-07-31,3,1,7,5,0,2,1,0.66,0.6061,0.83,0.1642,5,40,45,Summer,Tuesday,0,Night,Clear
13730,2012-07-31,3,1,7,6,0,2,1,0.64,0.5758,0.89,0.1642,2,192,194,Summer,Tuesday,0,Morning,Clear
13731,2012-07-31,3,1,7,7,0,2,1,0.68,0.6364,0.83,0.2239,21,492,513,Summer,Tuesday,0,Morning,Clear
13732,2012-07-31,3,1,7,8,0,2,1,0.7,0.6667,0.79,0.1343,30,730,760,Summer,Tuesday,0,Morning,Clear
13733,2012-07-31,3,1,7,9,0,2,1,0.72,0.6818,0.7,0.1045,31,302,333,Summer,Tuesday,0,Morning,Clear
13734,2012-07-31,3,1,7,10,0,2,1,0.72,0.6818,0.66,0.0,73,154,227,Summer,Tuesday,0,Morning,Clear
13735,2012-07-31,3,1,7,11,0,2,1,0.76,0.7121,0.58,0.0,54,170,224,Summer,Tuesday,0,Morning,Clear
13736,2012-07-31,3,1,7,12,0,2,1,0.8,0.7273,0.46,0.0,50,198,248,Summer,Tuesday,0,Afternoon,Clear
13737,2012-07-31,3,1,7,13,0,2,1,0.8,0.7576,0.55,0.2836,69,219,288,Summer,Tuesday,0,Afternoon,Clear
13738,2012-07-31,3,1,7,14,0,2,1,0.8,0.7576,0.55,0.2836,72,188,260,Summer,Tuesday,0,Afternoon,Clear
13739,2012-07-31,3,1,7,15,0,2,1,0.76,0.7121,0.62,0.1343,29,115,144,Summer,Tuesday,0,Afternoon,Clear
13740,2012-07-31,3,1,7,16,0,2,1,0.76,0.7121,0.58,0.2239,66,336,402,Summer,Tuesday,0,Afternoon,Clear
13741,2012-07-31,3,1,7,17,0,2,1,0.78,0.7121,0.52,0.2239,94,726,820,Summer,Tuesday,0,Afternoon,Clear
13742,2012-07-31,3,1,7,18,0,2,1,0.76,0.697,0.55,0.2836,99,758,857,Summer,Tuesday,0,Evening,Clear
13743,2012-07-31,3,1,7,19,0,2,3,0.74,0.6818,0.62,0.3582,90,524,614,Summer,Tuesday,0,Evening,Light Snow/Rain
13744,2012-07-31,3,1,7,20,0,2,3,0.7,0.6515,0.7,0.194,55,397,452,Summer,Tuesday,0,Evening,Light Snow/Rain
13745,2012-07-31,3,1,7,21,0,2,1,0.68,0.6364,0.79,0.194,60,292,352,Summer,Tuesday,0,Evening,Clear
13746,2012-07-31,3,1,7,22,0,2,1,0.68,0.6364,0.74,0.2537,33,224,257,Summer,Tuesday,0,Evening,Clear
13747,2012-07-31,3,1,7,23,0,2,2,0.66,0.6061,0.83,0.1642,20,127,147,Summer,Tuesday,0,Evening,Mist
13748,2012-08-01,3,1,8,0,0,3,1,0.68,0.6364,0.79,0.1642,3,44,47,Summer,Wednesday,0,Night,Clear
13749,2012-08-01,3,1,8,1,0,3,1,0.66,0.6061,0.83,0.0896,5,28,33,Summer,Wednesday,0,Night,Clear
13750,2012-08-01,3,1,8,2,0,3,1,0.64,0.5758,0.83,0.1045,0,13,13,Summer,Wednesday,0,Night,Clear
13751,2012-08-01,3,1,8,3,0,3,1,0.64,0.5758,0.83,0.1045,0,7,7,Summer,Wednesday,0,Night,Clear
13752,2012-08-01,3,1,8,4,0,3,2,0.64,0.5909,0.78,0.1343,1,3,4,Summer,Wednesday,0,Night,Mist
13753,2012-08-01,3,1,8,5,0,3,2,0.64,0.5909,0.78,0.1343,3,46,49,Summer,Wednesday,0,Night,Mist
13754,2012-08-01,3,1,8,6,0,3,1,0.64,0.5909,0.78,0.1343,6,179,185,Summer,Wednesday,0,Morning,Clear
13755,2012-08-01,3,1,8,7,0,3,2,0.64,0.5758,0.83,0.1343,19,468,487,Summer,Wednesday,0,Morning,Mist
13756,2012-08-01,3,1,8,8,0,3,2,0.66,0.6061,0.78,0.194,32,649,681,Summer,Wednesday,0,Morning,Mist
13757,2012-08-01,3,1,8,9,0,3,2,0.68,0.6364,0.74,0.0896,34,316,350,Summer,Wednesday,0,Morning,Mist
13758,2012-08-01,3,1,8,10,0,3,1,0.72,0.6818,0.66,0.0896,61,175,236,Summer,Wednesday,0,Morning,Clear
13759,2012-08-01,3,1,8,11,0,3,1,0.76,0.7121,0.58,0.0896,54,180,234,Summer,Wednesday,0,Morning,Clear
13760,2012-08-01,3,1,8,12,0,3,1,0.8,0.7424,0.49,0.1045,75,209,284,Summer,Wednesday,0,Afternoon,Clear
13761,2012-08-01,3,1,8,13,0,3,1,0.8,0.7424,0.52,0.1642,59,221,280,Summer,Wednesday,0,Afternoon,Clear
13762,2012-08-01,3,1,8,14,0,3,1,0.82,0.7576,0.46,0.1642,88,175,263,Summer,Wednesday,0,Afternoon,Clear
13763,2012-08-01,3,1,8,15,0,3,1,0.82,0.7576,0.46,0.1642,89,206,295,Summer,Wednesday,0,Afternoon,Clear
13764,2012-08-01,3,1,8,16,0,3,1,0.8,0.7576,0.55,0.2836,93,386,479,Summer,Wednesday,0,Afternoon,Clear
13765,2012-08-01,3,1,8,17,0,3,1,0.8,0.7424,0.49,0.1642,103,734,837,Summer,Wednesday,0,Afternoon,Clear
13766,2012-08-01,3,1,8,18,0,3,3,0.76,0.7121,0.62,0.2239,105,786,891,Summer,Wednesday,0,Evening,Light Snow/Rain
13767,2012-08-01,3,1,8,19,0,3,1,0.74,0.697,0.66,0.2537,88,564,652,Summer,Wednesday,0,Evening,Clear
13768,2012-08-01,3,1,8,20,0,3,1,0.74,0.697,0.66,0.1642,65,448,513,Summer,Wednesday,0,Evening,Clear
13769,2012-08-01,3,1,8,21,0,3,1,0.72,0.6818,0.7,0.1343,36,284,320,Summer,Wednesday,0,Evening,Clear
13770,2012-08-01,3,1,8,22,0,3,1,0.72,0.6818,0.7,0.1045,37,251,288,Summer,Wednesday,0,Evening,Clear
13771,2012-08-01,3,1,8,23,0,3,1,0.7,0.6667,0.74,0.0,18,134,152,Summer,Wednesday,0,Evening,Clear
13772,2012-08-02,3,1,8,0,0,4,1,0.7,0.6667,0.74,0.0,8,55,63,Summer,Thursday,0,Night,Clear
13773,2012-08-02,3,1,8,1,0,4,1,0.68,0.6364,0.79,0.1045,6,36,42,Summer,Thursday,0,Night,Clear
13774,2012-08-02,3,1,8,2,0,4,1,0.66,0.6061,0.83,0.0896,3,8,11,Summer,Thursday,0,Night,Clear
13775,2012-08-02,3,1,8,3,0,4,1,0.66,0.6061,0.83,0.0,0,6,6,Summer,Thursday,0,Night,Clear
13776,2012-08-02,3,1,8,4,0,4,1,0.66,0.6061,0.83,0.0,0,9,9,Summer,Thursday,0,Night,Clear
13777,2012-08-02,3,1,8,5,0,4,1,0.66,0.5909,0.89,0.1343,4,37,41,Summer,Thursday,0,Night,Clear
13778,2012-08-02,3,1,8,6,0,4,1,0.66,0.6061,0.83,0.0,6,177,183,Summer,Thursday,0,Morning,Clear
13779,2012-08-02,3,1,8,7,0,4,1,0.7,0.6667,0.79,0.0,21,452,473,Summer,Thursday,0,Morning,Clear
13780,2012-08-02,3,1,8,8,0,4,1,0.72,0.697,0.74,0.1045,21,718,739,Summer,Thursday,0,Morning,Clear
13781,2012-08-02,3,1,8,9,0,4,1,0.76,0.7273,0.66,0.1045,31,312,343,Summer,Thursday,0,Morning,Clear
13782,2012-08-02,3,1,8,10,0,4,1,0.8,0.7576,0.55,0.0,51,130,181,Summer,Thursday,0,Morning,Clear
13783,2012-08-02,3,1,8,11,0,4,1,0.82,0.7727,0.52,0.1045,59,167,226,Summer,Thursday,0,Morning,Clear
13784,2012-08-02,3,1,8,12,0,4,1,0.84,0.7576,0.44,0.1343,56,230,286,Summer,Thursday,0,Afternoon,Clear
13785,2012-08-02,3,1,8,13,0,4,1,0.86,0.7879,0.44,0.2239,98,212,310,Summer,Thursday,0,Afternoon,Clear
13786,2012-08-02,3,1,8,14,0,4,1,0.86,0.7879,0.41,0.1343,54,171,225,Summer,Thursday,0,Afternoon,Clear
13787,2012-08-02,3,1,8,15,0,4,1,0.78,0.7424,0.62,0.4627,68,202,270,Summer,Thursday,0,Afternoon,Clear
13788,2012-08-02,3,1,8,16,0,4,1,0.82,0.7576,0.46,0.194,71,335,406,Summer,Thursday,0,Afternoon,Clear
13789,2012-08-02,3,1,8,17,0,4,1,0.82,0.7727,0.52,0.2537,90,775,865,Summer,Thursday,0,Afternoon,Clear
13790,2012-08-02,3,1,8,18,0,4,1,0.8,0.7727,0.59,0.2239,86,681,767,Summer,Thursday,0,Evening,Clear
13791,2012-08-02,3,1,8,19,0,4,1,0.8,0.7879,0.63,0.1642,98,509,607,Summer,Thursday,0,Evening,Clear
13792,2012-08-02,3,1,8,20,0,4,1,0.78,0.7576,0.66,0.0,51,376,427,Summer,Thursday,0,Evening,Clear
13793,2012-08-02,3,1,8,21,0,4,1,0.76,0.7273,0.66,0.2239,41,301,342,Summer,Thursday,0,Evening,Clear
13794,2012-08-02,3,1,8,22,0,4,1,0.74,0.697,0.7,0.194,35,227,262,Summer,Thursday,0,Evening,Clear
13795,2012-08-02,3,1,8,23,0,4,1,0.72,0.6818,0.7,0.2537,25,152,177,Summer,Thursday,0,Evening,Clear
13796,2012-08-03,3,1,8,0,0,5,1,0.72,0.6818,0.7,0.194,15,56,71,Summer,Friday,0,Night,Clear
13797,2012-08-03,3,1,8,1,0,5,1,0.7,0.6667,0.74,0.194,11,32,43,Summer,Friday,0,Night,Clear
13798,2012-08-03,3,1,8,2,0,5,1,0.68,0.6364,0.79,0.2239,0,14,14,Summer,Friday,0,Night,Clear
13799,2012-08-03,3,1,8,3,0,5,1,0.68,0.6364,0.79,0.2239,1,5,6,Summer,Friday,0,Night,Clear
13800,2012-08-03,3,1,8,4,0,5,1,0.66,0.6061,0.83,0.2537,1,11,12,Summer,Friday,0,Night,Clear
13801,2012-08-03,3,1,8,5,0,5,1,0.66,0.6061,0.83,0.1642,2,35,37,Summer,Friday,0,Night,Clear
13802,2012-08-03,3,1,8,6,0,5,1,0.66,0.6061,0.83,0.2239,5,158,163,Summer,Friday,0,Morning,Clear
13803,2012-08-03,3,1,8,7,0,5,1,0.7,0.6667,0.74,0.1045,25,396,421,Summer,Friday,0,Morning,Clear
13804,2012-08-03,3,1,8,8,0,5,1,0.72,0.6818,0.7,0.1343,32,636,668,Summer,Friday,0,Morning,Clear
13805,2012-08-03,3,1,8,9,0,5,2,0.74,0.697,0.66,0.1045,69,327,396,Summer,Friday,0,Morning,Mist
13806,2012-08-03,3,1,8,10,0,5,2,0.8,0.7424,0.52,0.194,82,167,249,Summer,Friday,0,Morning,Mist
13807,2012-08-03,3,1,8,11,0,5,2,0.84,0.7879,0.49,0.2836,77,186,263,Summer,Friday,0,Morning,Mist
13808,2012-08-03,3,1,8,12,0,5,2,0.86,0.8182,0.5,0.2985,95,243,338,Summer,Friday,0,Afternoon,Mist
13809,2012-08-03,3,1,8,13,0,5,2,0.86,0.803,0.47,0.2836,98,247,345,Summer,Friday,0,Afternoon,Mist
13810,2012-08-03,3,1,8,14,0,5,2,0.86,0.7879,0.44,0.2537,102,229,331,Summer,Friday,0,Afternoon,Mist
13811,2012-08-03,3,1,8,15,0,5,1,0.88,0.8182,0.42,0.2537,112,268,380,Summer,Friday,0,Afternoon,Clear
